"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BC^B","Brunswick Corporation","27.346","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^b",
"BC^C","Brunswick Corporation","27.25","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^c",
"BKE","Buckle, Inc. (The)","21.72","1073135917.32","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","12.13","3080860696.71","n/a","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","3.34","52075787.02","n/a","2004","Consumer Services","Recreational Products/Toys","https://old.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","47.33","6609298977.63","n/a","2001","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bg",
"BURL","Burlington Stores, Inc.","213.59","14131877557.07","n/a","2013","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/burl",
"BWXT","BWX Technologies, Inc.","58.42","5566806280.64","n/a","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bwxt",
"BY","Byline Bancorp, Inc.","11.68","448650314.56","n/a","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/by",
"CABO","Cable One, Inc.","1771.24","10663465250.36","n/a","2015","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","40.11","2264672489.73","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","19.41","7736435490.21","n/a","1990","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","221.33","5554669210.75","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","20.47","1540945449.98","n/a","2018","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","8.76","1103433830.16","n/a","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cade",
"CAE","CAE Inc","15.26","4054655278.52","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cae",
"CAI","CAI International, Inc.","25.94","455331797.86","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","23.65","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^a",
"CAI^B","CAI International, Inc.","23.881","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^b",
"CAL","Caleres, Inc.","10.91","413621621.96","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/cal",
"CWT","California Water  Service Group Holding","42.27","2088053460","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","18.7","1148584798.9","n/a","2010","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","19.24","1811706586.56","n/a","1992","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","5.98","237691048.66","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpe",
"CPT","Camden Property Trust","91.33","8895164624.44","n/a","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","10.86","4298889797.16","n/a","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ccj",
"CPB","Campbell Soup Company","45.59","13775676181.34","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cpb",
"CWH","Camping World Holdings, Inc.","30.97","2743750016.97","n/a","2016","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cwh",
"GOOS","Canada Goose Holdings Inc.","28.73","3164434907.79","n/a","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/goos",
"CM","Canadian Imperial Bank of Commerce","78.03","34802073530.64","n/a","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","107.09","76012482000","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","17.93","21176011340","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","304.64","41288965957.12","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cp",
"CANG","Cango Inc.","5.03","759396146.67","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cang",
"CNNE","Cannae Holdings, Inc.","37.41","3428860125.45","n/a","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cnne",
"CAJ","Canon, Inc.","16.78","17548121061.86","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/caj",
"CGC","Canopy Growth Corporation","16.4","6088862964.8","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cgc",
"CMD","Cantel Medical Corp.","47.04","1982938177.92","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cmd",
"COF","Capital One Financial Corporation","75.98","34695185424.7","n/a","1994","Finance","Major Banks","https://old.nasdaq.com/symbol/cof",
"COF^F","Capital One Financial Corporation","25.27","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^f",
"COF^G","Capital One Financial Corporation","25.81","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^g",
"COF^H","Capital One Financial Corporation","25.94","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^h",
"COF^I","Capital One Financial Corporation","25.35","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^i",
"COF^J","Capital One Financial Corporation","24.4","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^j",
"CSU","Capital Senior Living Corporation","0.6681","21327592.6155","n/a","1997","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/csu",
"BXMT","Capital Trust, Inc.","23.65","3457565908.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bxmt",
"CPRI","Capri Holdings Limited","21.65","3254962819.95","n/a","2011","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/cpri",
"CPSR","Capstar Special Purpose Acquisition Corp.","9.83","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cpsr",
"CPSR.U","Capstar Special Purpose Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.u",
"CPSR.WS","Capstar Special Purpose Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.ws",
"CMO","Capstead Mortgage Corporation","6.13","591353308.77","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","23.89","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmo^e",
"CAH","Cardinal Health, Inc.","47.3","13832604936.7","n/a","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/cah",
"CSL","Carlisle Companies Incorporated","125.96","6874872993.56","n/a","n/a","Basic Industries","Specialty Chemicals","https://old.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","102.99","16795378708.38","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","16.24","14333448116.4","n/a","1987","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","13.48","9579860177.6","n/a","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/cuk",
"CRS","Carpenter Technology Corporation","19.68","943592197.44","n/a","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","21.02","376970956.36","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/csv",
"CARR","Carrier Global Corporation","30.66","26556617918.88","n/a","2020","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/carr",
"CARS","Cars.com Inc.","8.72","585984235.44","n/a","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/cars",
"CRI","Carter&#39;s, Inc.","88.22","3849486845.82","n/a","2003","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/cri",
"CVNA","Carvana Co.","166.44","28400465266.2","n/a","2017","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cvna",
"CSPR","Casper Sleep Inc.","8.4","337272986.4","n/a","2020","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/cspr",
"CSLT","Castlight Health, inc.","1.11","167200445.52","n/a","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/cslt",
"CTLT","Catalent, Inc.","84.23","13825419462.77","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctlt",
"CTT","CatchMark Timber Trust, Inc.","9.3","453519122.1","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ctt",
"CAT","Caterpillar, Inc.","153.87","83321616695.25","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cat",
"CATO","Cato Corporation (The)","8.35","200048339.75","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/cato",
"CBZ","CBIZ, Inc.","23.04","1259865584.64","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cbz",
"CBL","CBL & Associates Properties, Inc.","0.185","35903524.055","n/a","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cbl",
"CBL^D","CBL & Associates Properties, Inc.","0.7372","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbl^d",
"CBL^E","CBL & Associates Properties, Inc.","0.7111","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbl^e",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","13.3","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbo",
"IGR","CBRE Clarion Global Real Estate Income Fund","6.22","725192872.68","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/igr",
"CBRE","CBRE Group, Inc.","49.57","16619720397.29","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cbre",
"CBX","CBX (Listing Market NYSE Networks AE","1.41","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbx",
"PCPL","CC Neuberger Principal Holdings I","10.47","594172500","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/pcpl",
"PCPL.U","CC Neuberger Principal Holdings I","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.u",
"PCPL.WS","CC Neuberger Principal Holdings I","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.ws",
"PRPB.U","CC Neuberger Principal Holdings II","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/prpb.u",
"FUN","Cedar Fair, L.P.","29.8","1689866990.8","n/a","1987","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/fun",
"CDR","Cedar Realty Trust, Inc.","0.8105","72400486.648","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdr",
"CDR^B","Cedar Realty Trust, Inc.","19.78","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^b",
"CDR^C","Cedar Realty Trust, Inc.","18.1","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^c",
"CE","Celanese Corporation","114.22","13511159527.86","n/a","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ce",
"CLS","Celestica, Inc.","7.54","973070206.16","n/a","1998","Technology","Electrical Products","https://old.nasdaq.com/symbol/cls",
"CELG~","Celgene Corporation","0.4399","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/celg~",
"CEL","Cellcom Israel, Ltd.","3.8","568509636.2","n/a","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cel",
"CPAC","Cementos Pacasmayo S.A.A.","7.55","646441335.95","n/a","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cpac",
"CX","Cemex S.A.B. de C.V.","3.9","5891781222.6","n/a","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cx",
"CVE","Cenovus Energy Inc","4.3","5284141000","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cve",
"CNC","Centene Corporation","60.42","35011549546.38","n/a","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cnc",
"CEN","Center Coast Brookfield MLP & Energy Infrastructur","8.03","39559835.15","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/cen",
"CNP","CenterPoint Energy, Inc.","19.29","10509558008.46","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cnp",
"CNP^B","CenterPoint Energy, Inc.","36.26","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cnp^b",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","6.44","10103915060.4","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ebr",
"EBR.B","Centrais Electricas Brasileiras S.A.- Eletrobras","n/a","0","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/ebr.b",
"CEPU","Central Puerto S.A.","2.12","320972717","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cepu",
"CCS","Century Communities, Inc.","39.43","1315015459.19","n/a","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/ccs",
"CDAY","Ceridian HCM Holding Inc.","75.59","11113330315.89","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cday",
"CF","CF Industries Holdings, Inc.","34.64","7408801156.24","n/a","2005","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cf",
"GIB","CGI Inc.","67.95","17620483332.6","n/a","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/gib",
"CHX","ChampionX Corporation","9.64","1926157805.64","n/a","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/chx",
"ECOM          ","ChannelAdvisor Corporation","13.58","389535048.28","n/a","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ecom",
"CHRA","Charah Solutions, Inc.","2.94","88158143.22","n/a","2018","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/chra",
"CRL","Charles River Laboratories International, Inc.","218.15","10837384844.8","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/crl",
"CLDT","Chatham Lodging Trust (REIT)","7.91","371516017.81","n/a","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cldt",
"CMCM","Cheetah Mobile Inc.","2.04","285206310.6","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cmcm",
"CHGG","Chegg, Inc.","65.26","8386839367.66","n/a","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/chgg",
"CHE","Chemed Corp.","478.94","7624338774.36","n/a","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/che",
"CC","Chemours Company (The)","22.33","3667485005.8","n/a","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cc",
"CHMI","Cherry Hill Mortgage Investment Corporation","9.76","166670134.08","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chmi",
"CHMI^A","Cherry Hill Mortgage Investment Corporation","23.74","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^a",
"CHMI^B","Cherry Hill Mortgage Investment Corporation","21.99","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^b",
"CPK","Chesapeake Utilities Corporation","76.41","1260273912.93","n/a","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/cpk",
"CVX","Chevron Corporation","78.79","147123653272.37","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvx",
"CHWY","Chewy, Inc.","54.42","21853074350.64","n/a","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/chwy",
"CHS","Chico&#39;s FAS, Inc.","1.14","136676577.9","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/chs",
"CIM","Chimera Investment Corporation","9.08","2106749381.56","n/a","2007","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cim",
"CIM^A","Chimera Investment Corporation","23.57","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^a",
"CIM^B","Chimera Investment Corporation","21","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^b",
"CIM^C","Chimera Investment Corporation","20.08","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^c",
"CIM^D","Chimera Investment Corporation","20.64","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^d",
"DL","China Distance Education Holdings Limited","9.12","308530584.96","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","24","7862164416","n/a","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cea",
"CHN","China Fund, Inc. (The)","25.805","270369874.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","2.5947","16476679.7163","n/a","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cga",
"LFC","China Life Insurance Company Limited","11.54","65234950680","n/a","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/lfc",
"CHL","China Mobile (Hong Kong) Ltd.","34.06","139478989480.74","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chl",
"COE","China Online Education Group","21.08","451268202.8","n/a","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/coe",
"SNP","China Petroleum & Chemical Corporation","43.5","52665976176","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/snp",
"ZNH","China Southern Airlines Company Limited","31.12","9540957782.64","n/a","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/znh",
"CHA","China Telecom Corp Ltd","32.47","26278620400","n/a","2002","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","7.12","21785776000","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chu",
"CYD","China Yuchai International Limited","18.36","750158222.76","n/a","1994","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cyd",
"CMG","Chipotle Mexican Grill, Inc.","1225.37","34270688646.25","n/a","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","96.15","5323337538.75","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/chh",
"CB","Chubb Limited","117.03","52822663491.69","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cb",
"CHT","Chunghwa Telecom Co., Ltd.","37.06","28749098582","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","92.06","22767537564.64","n/a","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/chd",
"CCX","Churchill Capital Corp II","10.94","943575000","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ccx",
"CCX.U","Churchill Capital Corp II","n/a","0","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/ccx.u",
"CCX.WS","Churchill Capital Corp II","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccx.ws",
"CCXX","Churchill Capital Corp III","11.16","1534500000","n/a","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccxx",
"CCXX.U","Churchill Capital Corp III","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccxx.u",
"CCXX.WS","Churchill Capital Corp III","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccxx.ws",
"CCIV.U","Churchill Capital Corp IV","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cciv.u",
"CIEN","Ciena Corporation","41.13","6347162968.11","n/a","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","169","62056906301","n/a","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ci",
"XEC","Cimarex Energy Co","26.27","2680809129.97","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xec",
"CBB","Cincinnati Bell Inc","15.04","762236299.2","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","48.17","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbb^b",
"CNK","Cinemark Holdings Inc","11.99","1410911260","n/a","2007","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","12.28","242742873.8","n/a","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cinr",
"CIR","CIRCOR International, Inc.","27.29","545724079.22","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cir",
"CIT","CIT Group Inc (DEL)","18.32","1803557613.76","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cit",
"CIT^B","CIT Group Inc (DEL)","22.94","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cit^b",
"CCAC","CITIC Capital Acquisition Corp.","9.95","343275000","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ccac",
"CCAC.U","CITIC Capital Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccac.u",
"CCAC.WS","CITIC Capital Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccac.ws",
"BLW","Citigroup Inc.","15.3","546807663.9","n/a","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","45.53","94787308623.82","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c",
"C^J","Citigroup Inc.","28.23","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","28.1289","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^k",
"C^N","Citigroup Inc.","27.35","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^n",
"C^S","Citigroup Inc.","25.69","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^s",
"CFG","Citizens Financial Group, Inc.","27.49","11733520715.59","n/a","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/cfg",
"CFG^D","Citizens Financial Group, Inc.","27.45","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^d",
"CFG^E","Citizens Financial Group, Inc.","25.36","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^e",
"CIA","Citizens, Inc.","5.72","288040781.6","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/cia",
"CIO","City Office REIT, Inc.","7.79","338063541.43","n/a","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cio",
"CIO^A","City Office REIT, Inc.","25.46","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cio^a",
"CVEO","Civeo Corporation","0.7976","136053067.0368","n/a","2014","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cveo",
"CCC","Clarivate Plc","29.45","12059775000","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/ccc",
"CLH","Clean Harbors, Inc.","57.86","3219223821.88","n/a","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/clh",
"CCO","Clear Channel Outdoor Holdings, Inc.","1.34","626220677.76","n/a","2005","Consumer Services","Advertising","https://old.nasdaq.com/symbol/cco",
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","9.87","141563406.39","n/a","2011","n/a","n/a","https://old.nasdaq.com/symbol/emo",
"CEM","ClearBridge MLP and Midstream Fund Inc.","12.71","178994828.32","n/a","2010","n/a","n/a","https://old.nasdaq.com/symbol/cem",
"CTR","ClearBridge MLP and Midstream Total Return Fund In","11.16","85709112.48","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/ctr",
"CLW","Clearwater Paper Corporation","32.85","544383564.3","n/a","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/clw",
"CWEN","Clearway Energy, Inc.","25.66","5149442590.28","n/a","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cwen",
"CWEN.A","Clearway Energy, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cwen.a",
"CLF","Cleveland-Cliffs Inc.","6.68","2666643107.6","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/clf",
"CLPR","Clipper Realty Inc.","6.17","109916526.24","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","206.85","26107273024.35","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/clx",
"CLDR","Cloudera, Inc.","10.77","3330597018.18","n/a","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cldr",
"NET","Cloudflare, Inc.","36.1","11036712498.8","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/net",
"CMS","CMS Energy Corporation","61.34","17560457769.96","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","108.9414","0","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","26.73","0","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","27.585","0","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","27.8","0","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd",
"CNA","CNA Financial Corporation","32.32","8771044908.8","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cna",
"CNF","CNFinance Holdings Limited","3.545","243123764.29","n/a","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cnf",
"CNHI","CNH Industrial N.V.","8.28","11188773902.88","n/a","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","17.66","2502762926.3","n/a","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/cno",
